1,2,720
1,3,760
1,4,310
1,8,680
2,8,170
2,9,100
2,10,230
3,4,630
3,5,180
3,6,570
3,8,460
3,10,830
3,19,540
4,6,320
5,6,300
7,8,230
7,9,180
8,10,330
9,10,230
11,12,500
11,13,300
11,22,500
12,13,510
12,14,380
12,17,850
12,18,730
12,19,800
12,22,100
13,14,400
13,16,800
14,16,300
14,17,430
14,18,710
15,16,150
15,17,50
15,21,450
16,17,200
17,18,630
17,20,850
17,21,410
18,19,580
18,20,520
19,22,820
20,21,500
